type,blockNumber,delegator,eventTime,id,indexer,logIndex,shares,tokens,until
stakeDelegatedLockeds,11478897,0xb86b7e3cd923c9d27673ac61c1c7faebc4378e45,1608317790,0xded0bfeee031b2c0e11ddcaaae5aa07ee68dfc4daf33bc0d9a717f155d8c6760-148,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,148,2000000000000000000000,2000000000000000000000,32
stakeDelegatedLockeds,11479184,0x266d8e3b85dd66758854e4e2ae27c4a161236828,1608321336,0x3c15acccb4ad5cf24b2f0e2f79725eeeba099f91a56aa65cc7d3446bf7d4ebfa-245,0x45874192929530cd4e3dd0624df05bee3c13974f,245,19900000000000000000000,19900000000000000000000,32
stakeDelegatedLockeds,11479388,0xab126cb68423dc464e27820f7403ceca2c36f6e3,1608323993,0x68ad764ebb62d6956fa15594655c8e3151671e93efe64daba020524dbed0f758-285,0x45874192929530cd4e3dd0624df05bee3c13974f,285,1990000000000000000000,1990000000000000000000,32
stakeDelegatedLockeds,11479448,0xd776a7306ee6a060cebb46b46d305e88fd39ba84,1608324617,0xb9d9faf2fc39b75db3eff9a12997d863702ea260947f874503c67482dc87a04a-87,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,87,251819644650000000000000,251819644650000000000000,32
stakeDelegatedLockeds,11479523,0x81b4687d4193916aa6cf65360bf96b1e4279278a,1608325601,0xff9d0a37e6bba6c6ae32dabaf268d777e663f1c3886bf7d901b2bfa095450b77-225,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,225,6505310000000000000000,6505310000000000000000,32
stakeDelegatedLockeds,11479592,0xe1541e161c8cbfdff225ecc10c034f6ac4d81cea,1608326568,0xd68338dcf740f076edcd8b50babec7b575d2666c5930e8ec2d72a7ec9773864d-181,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,181,1000000000000000000000,1000000000000000000000,32
stakeDelegatedLockeds,11479916,0x31da90bfb79e9cf0662a063be27b852f250e303d,1608331040,0x87128991cdb7732b2bf89ccc64cea5022c6d31b7553f47638d7f4620410a6d68-234,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,234,49750000000000000000,49750000000000000000,32
stakeDelegatedLockeds,11480994,0x4861a10ad69a7a6ca29384b21ca9b0f4d875af86,1608345226,0x457ec8df072bb4c5946820c1f4497821fd5453a8dc5cf216a63e9462a36cc8c7-177,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,177,2207484109079750000000,2207484109079750000000,33
stakeDelegatedLockeds,11481011,0x67a9aa84f366e22dae4e03ee8c96e4c91dc511d5,1608345440,0x9255a897664ae012c1995ac70520b86fc7422c14bf31caee6cf97293e7197b38-207,0x45874192929530cd4e3dd0624df05bee3c13974f,207,4975000000000000000000,4975000000000000000000,33
stakeDelegatedLockeds,11481415,0x7c6fb6ddab3aab751c03dbb0680045d7094a0e69,1608350978,0xdae0ad0e9c73ccb2717726e30792f5e0a4c327b2fe06fc6782af072a4542ae45-64,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,64,2298450000000000000000,2298450000000000000000,33
stakeDelegatedLockeds,11481573,0xe3a38bb185eebca16ac86139b4b8200c293a2dad,1608353177,0x0f4b5c2daa0ee542167af2fd724edb518f94fb840e5b5d1fe86c9819cc03336a-78,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,78,5679806919758074000000,5679806919758074000000,33
stakeDelegatedLockeds,11482336,0x4e43a0cd79a9324645167e70aa6cdbdfa91a43e9,1608363538,0xd4b85046d511f473e9d846c0b72148f9a8b13c6ade227058155e3fdd3501477d-310,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,310,646749999999999981668,650029186268782600178,33
stakeDelegatedLockeds,11482361,0x9a5aaf145d11dd36747ca3c14422d9714a3de366,1608363907,0x883a195200361dec4410b255f2f4394f38ef12aaaf8977f0ed15062e7572c3b6-134,0x4fedde33607cfda2c82a999accb427d1170987d9,134,5570627761445561879021,6746099999999999999999,33
stakeDelegatedLockeds,11482539,0xfe7c442da0297313444b919ba17ca666d631d121,1608366373,0x1d08efa72977208ef4336b3cefd144c7712062ecc83fa8948ec2e21de2eef26f-9,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,9,18075758597915281250000,18167407271115301580346,33
stakeDelegatedLockeds,11483352,0xb35279f533bf023a054529512152b502dbefb382,1608376810,0x2f8d82164c2a2298af3ad10934f14ff0e1aff72ecd6772019622d875b1381705-237,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,237,29850000000000000000000,29850000000000000000000,33
stakeDelegatedLockeds,11483532,0x2762c7fe932b8688508fff24ececbbca92a128c4,1608379301,0xe1527c19d61db3ea9e49832cd7dee5e6a2ed99989604902b829457a87e1f6ef7-128,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,128,2523630266924184706038,2523630266924184706038,33
stakeDelegatedLockeds,11484015,0xe4369be6df50aa406db8212ae00cf81917c848ea,1608385368,0xa80b714b3328176871214415c9be03bf71fb808a8ec1c6d8f2d8618ad8da9457-113,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,113,63629092151983481859228,63951707761229540017576,33
stakeDelegatedLockeds,11484699,0xb31c4e47df61c89f5a419db24f0e94b34751f14f,1608394169,0xfb9a29f10eb8ad4edbbf8fc9b8d2f073bf0d26159d7ddac37d24574790359ec9-278,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,278,99500000000000000000,99500000000000000000,33
stakeDelegatedLockeds,11484811,0x09641015fb8b08388a7367b946e634d37dddffaa,1608395705,0xcce6bffb904e86ce2ef0c64d271a3ea0f8fa98e8a22b13b9193e88bbc3af14db-11,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,11,38596050000000000000000,38596050000000000000000,33
stakeDelegatedLockeds,11484875,0xb31c4e47df61c89f5a419db24f0e94b34751f14f,1608396457,0x60253c875b9ff4d893ce738154235313a85ccc56b7a7441deec0780efe74ab50-135,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,135,9950000000000000000,9950000000000000000,33
stakeDelegatedLockeds,11485323,0xde616b3e5cffc3dda8be2f38c23858d7f3757137,1608402537,0x8f0efd2ae8012c731b76785f394a2308fd4cde38b6f34eecbce7c4309ebc52f6-68,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,68,4567828517306610600000,4567828517306610600000,33
stakeDelegatedLockeds,11485605,0xb86b7e3cd923c9d27673ac61c1c7faebc4378e45,1608406153,0x3ccfbbded84dd69cba9c2bd0fc3aaa23be418a3cd26113cd449c70224e4b898e-239,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,239,5000000000000000000000,5000000000000000000000,33
stakeDelegatedLockeds,11486305,0x5eddc29985e93f0b915dbf6b35353b1be5b14325,1608415728,0xd89a708c5ffae4d85a186c8c426b2a44c0e15485e08a7b679b0816d0cb10a418-224,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,224,4442296900000000000000,4442296900000000000000,33
stakeDelegatedLockeds,11488162,0x06e6620c67255d308a466293070206176288a67b,1608440178,0xc45af80862aca36a3f251be9c8d9f035eaf0dcda824b4be7f05f2fc8b2694928-121,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,121,1049007309499065533751,1159546556888342215234,34
stakeDelegatedLockeds,11488290,0xa9ad1837e342cb8df31ab36764e21470bdd0c4d6,1608441900,0x74367a1a1edaf436ae55505865a3bb48c7507aa198ee238b25f8ef63082cddeb-143,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,143,985785690159205313693,994999999999999999999,34
stakeDelegatedLockeds,11488467,0x9631b6f9cca5094f8f76d352616187011d610f7d,1608444041,0x3f8639931de5b7c87cc04aca424a81a8635c77c1d497cf65e4b3744c205a60bb-355,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,355,57967214963975684500000,57967214963975684500000,34
stakeDelegatedLockeds,11488539,0x9a5aaf145d11dd36747ca3c14422d9714a3de366,1608444820,0x307aa3801fd58a310d7889e42416354583b05c470db7f931ed08f097e633e0dd-41,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,41,9899805479409818930160,9974110727854269597930,34
stakeDelegatedLockeds,11488665,0x203d7620fb3cdc3f25339d8a4368c95abb175349,1608446536,0x1777651837564916a456d676196108fa05b15e33645aae8d3f6fbe3a60cd292b-179,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,179,205725962025903815842,536486633269999999998,34
stakeDelegatedLockeds,11488714,0x9377a5ff1da6a53d39df0d4ba25b3c39c163d399,1608447232,0x4fb8919fe538fa25abf2897984f6a9b7510f9eefbd37b4b1ac8054ed379bae2e-221,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,221,5636378363681837886693,5678683487303849999999,34
stakeDelegatedLockeds,11488898,0x6750092dccf639d7c9b5c5dc55898ee5a42cf27f,1608449814,0xc47e02cebec06722afa688015fe63ab27e499c460fba1f748dc1b586726cb0fc-200,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,200,1742897819500000000000,1742897819500000000000,34
stakeDelegatedLockeds,11489190,0xcee87b725581b494b6b741105f8a4acba80082da,1608453781,0xab643df3281780277cd24fa1faed026ea8349e9a17c9478d5d53b9f6a033fc8f-98,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,98,8080210816499675848852,8155737948598889329691,34
stakeDelegatedLockeds,11489274,0x34bf65323498f48b597014fd1586d4110dd6b1e5,1608454772,0x763c3a8769cc1741571e67ce77c18a7c2a1b1a3f90e920fc815413d9abeca973-142,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,142,30000000000000000000000,30000000000000000000000,34
stakeDelegatedLockeds,11489340,0x625114d3fc10a15a5465d3137aba4771464aae3d,1608455598,0xc407651a4019630153a11bd94e44f78cbee76bf08ce7ed1339ddd58a4123fa8d-322,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,322,1287814018101236134597,1297479999999999999999,34
stakeDelegatedLockeds,11489346,0x9327775e225a703125167eb423d246915bdc37e7,1608455677,0x942a50f5800138b4b700abd91c8573545ab318d354946f0aac3a1824b11b68c7-278,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,278,9850000000000000000000,9923931422056736412088,34
stakeDelegatedLockeds,11489388,0xbdd75982153909bc835f96646f59734cd582c06b,1608456255,0x827b3b7c1dcfef9bdfce769a5302ae2e99f875809c3cf5cbb24af8013967f7cb-211,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,211,93310605256150000000,96734713570145102587,34
stakeDelegatedLockeds,11489669,0x19ef5ab9c5f3e1aca85b22855ff31984e5c4083f,1608459775,0x2004c1c26a404b6c10608c662ae5f69d79822d5153abfc267c35e4ddef45a7dc-265,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,265,101504236794819823553,102266099999999999999,34
stakeDelegatedLockeds,11489779,0xa3ab359948c60b7a3ebc11c298d36bf3fcb34cf7,1608461168,0xaeb7afdc943f1dcb17aabcae0f3ca5b1d963aac5af4ca7b591361eaf0dc331a9-74,0xddc39dceb6d8fb94d8a9b59cf3bf9a1e7ae19034,74,3487475000000000000000,3487475000000000000000,34
stakeDelegatedLockeds,11490167,0xd49f7d53d126b5101da394d8b0f34af64777d121,1608466649,0x214d90e8add5fe91b0ad13602358f0da329ac531b75539463f7c77c6511ef48f-112,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,112,199000000000000000000,200860087518639073324,34
stakeDelegatedLockeds,11490727,0x2214013912890431b5ab35c50bc50d9b9e584ab0,1608474601,0x7b09628e3e23810ca8551ca1be9160beae8f8e46582a5e42fddf5651ecacf0fd-93,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,93,36186811241597400159,40000000000000000003,34
stakeDelegatedLockeds,11490737,0x2214013912890431b5ab35c50bc50d9b9e584ab0,1608474677,0xe5e7f464a899ca3ce6f9f81e61fd7bf8a089f70bd16e7613d983f629dabdcbeb-1,0xc430be492ddeb6e761dbbd0e08bafe99f5064d90,1,16202446339865643868294,17909780700699746658496,34
stakeDelegatedLockeds,11491267,0x0f88f23859837b66f10c3ca32664f3c085239475,1608481278,0x3467530f9c1b2c48540da152d0688be059810e90eafcd6d163d5d22fd176cf8e-146,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,146,10762618888000000000000,10863218953635366545816,34
stakeDelegatedLockeds,11491287,0xc02344c55ade82c4c78fa1552ddee95934670539,1608481633,0x229b51f3796dc0e6af8eaec6b3984300dc78aef458e22ab30673f342e187eb87-162,0xf3f182e859f789af8d6c2223d15c691471c79a2b,162,37373195000000000000000,37791519003450658857000,34
stakeDelegatedLockeds,11491331,0x5886cf93fa5d2c126f2f60a485cec5392cea8fa5,1608482182,0xb6bacf1bd744fa1d193292eee928551d75d73556b850daf6c7efee62109471c7-373,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,373,49750000000000000000000,50123409974347475786943,34
stakeDelegatedLockeds,11491531,0x68476977382d9cb85d11775b79252ee7d2859738,1608484935,0xda240e036c94ecbc4b1134c15c28bf5b1a809837f9b92cbb68f6f29fe093046f-304,0xf3f182e859f789af8d6c2223d15c691471c79a2b,304,102856115100000000000000,104007399646264074146365,34
stakeDelegatedLockeds,11491625,0x4647e75bf0c97917be3c994936b7e29b2a3bd375,1608485930,0x462412bcb80aafd3047c7fa544fd3aad39c8a500b609baa70dbceb6542e95ba0-322,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,322,11940000000000000000000,13142701555706567301503,34
stakeDelegatedLockeds,11491708,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608487007,0x44e9d3bd40dd49d2c88ee2441e9a5c271568516b454f62d90ec274bcacce3710-297,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,297,2587000000000000000000,2847585337069756248659,34
stakeDelegatedLockeds,11491708,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608487007,0x530321e0bb119717bfbaf1ebe375acb561f7f6a66d43fe9c2d635bdeeee9c85f-296,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,296,1990000000000000000000,5189468503119081118085,34
stakeDelegatedLockeds,11491711,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608487049,0xb6d6d28473fdf7d7ee9c8eaedd083af847eb11e545df0e61ebb396b0bd730250-202,0x48b5687f0595e2a4d581dc72305fbae214345d07,202,4079500000000000000000,9716496596990721870150,34
stakeDelegatedLockeds,11491719,0x63f8168f665f79101a0e0da2313cd1391e1c5e27,1608487139,0x8b2852e0493e194339fb3ee6d0348da04af5d8d188d5d16ca137e4d7f6839305-170,0xc36157756ea4838cf882edab9dd94325c38f2edc,170,2089500000000000000000,2089500000000000000000,34
stakeDelegatedLockeds,11491913,0x0814b3ef40b1c2cc5fcc6d7ed7f4e43acfed4828,1608490000,0xe38df30d54f71889687e7dc84b65f61dab845e407353dfc001568063cd1cad1f-325,0x5a8904be09625965d9aec4bffd30d853438a053e,325,497500000000000000000,497500000000000000000,34
stakeDelegatedLockeds,11492122,0x0000000000333f28d3a20605c702f66c3143cccf,1608492618,0x520438631fed1b722977f0ef52d5869573daf117171c528d148917744f512cbb-36,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,36,4313076250000000000000,4353391321857103615467,34
stakeDelegatedLockeds,11492163,0xcd46cd81694848ab908ffd7a4d713a3baa0b758d,1608493223,0x4834a4125ccdeca193dbaa7b1bab64762bcd9df9a7b912b87870fef1795bd9d7-71,0x72acbecf3013d7b27421185d3bf369520bf552c8,71,74625000000000000000,74625056930115268771,34
stakeDelegatedLockeds,11492170,0xcd46cd81694848ab908ffd7a4d713a3baa0b758d,1608493277,0xabbe0de7c5d56f7a8552b7bff3aadea512a0007e193bdfa74c1bc59d0ffa394b-58,0x48b5687f0595e2a4d581dc72305fbae214345d07,58,67418799335906461000,160577162475924860360,34
stakeDelegatedLockeds,11492313,0x3085f25455b821eedcff10433fee6723d34c2426,1608495233,0xbf99704db751c7c56810463fad3bd179641a95eb44073ff0fc35f54b00dc6e03-191,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,191,9932250217867105920000,10025088683506577379655,34
stakeDelegatedLockeds,11492440,0xf748879edbe8cca140940788163d7be4d2a2e46a,1608496824,0x49a9c84162854d37021243df4143475f747794f16217da6ebc374d47c75c9b2c-71,0x72acbecf3013d7b27421185d3bf369520bf552c8,71,4974996204661877479408,4974999999999999999999,34
stakeDelegatedLockeds,11492442,0xf748879edbe8cca140940788163d7be4d2a2e46a,1608496865,0xaf2dd1dd875af011ab6371c4fe8e351ef684b3bc4b328903db7d5cd3dc1a3ca7-235,0xf3f182e859f789af8d6c2223d15c691471c79a2b,235,4960636379382137337609,5016161556447842238635,34
stakeDelegatedLockeds,11492448,0x9680a1f7be988d92c9cf262b6df7cf97481a4b96,1608496974,0xcc4d5e3fddd08d485b465ab9ddc364bb146b643a4c9085dada4e4825aeda2017-135,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,135,492891154705438332716,496590661709149999999,34
stakeDelegatedLockeds,11492533,0x85194ffba51d0a3d9b7abcae802868f1e03f021c,1608498187,0x8878f672fb74ac967af79d540da3420a025ef3470e2a501f8db01348e1bb5eff-84,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,84,98887130086255194905,99629349999999999999,34
stakeDelegatedLockeds,11492687,0x114a4b3b0640e2b4235b0897ab343a26c97c8d14,1608500080,0xd03b79546872651b87167bf81f09a277ca7aa0a3d68f90c100c005c075b33973-156,0xcb22a8ce581d04fef99b81ec5a60725070a3e8c4,156,4999999877379908617137,5000000000000000001542,34
stakeDelegatedLockeds,11492936,0x1eda5b5fc4b6fce3dc442381a46088850f206eca,1608503133,0xfa1668a16d619d50f12683d5d91f8cedc0daf29ac2512fe9ae7af8eb7ebf0669-260,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,260,992550188134873859,999999999999999999,34
stakeDelegatedLockeds,11492959,0x1eda5b5fc4b6fce3dc442381a46088850f206eca,1608503458,0x9a036d0a58cbc15a93c98a25d7be72fd429e573701fd466059efd8020c35c300-232,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,232,19249705196604865126141,19394188250346788624365,34
stakeDelegatedLockeds,11492983,0x617f959d05437af35b5a765e6d20e6a98f87a31a,1608503765,0x3fc9c03e364b02e747b4a94f4c2fbcfacafa0730eb80835947fbd3ffde84ee08-297,0x63c560997b8338f2b033f3ffdcc0f7c680feec45,297,12718259415262028703507,33166335000000000000000,34
stakeDelegatedLockeds,11492983,0x617f959d05437af35b5a765e6d20e6a98f87a31a,1608503765,0x4c29bb2a3ef739c7336f739114d4558906e7fd0da63e54ea93bfd4d5913a018b-249,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,249,31951232806819463093252,33123709200000000000000,34
stakeDelegatedLockeds,11493187,0x1de6eec2c08830bbec7884f1fc6b502521ae2e54,1608506603,0x7c9be9a184b4196e4a18faaf7a914c171f4830ab342b01c1b4001666bbaef219-243,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,243,903946570622808372132,994999999999999999999,34
stakeDelegatedLockeds,11493187,0x1de6eec2c08830bbec7884f1fc6b502521ae2e54,1608506603,0xb5ef76f3225b11757275ddb70f99db20b7264883233453e6713015827a7c14c2-260,0x19fbac0891042be71ce60321a17720358575f580,260,643937584325634694846,994999999999999999999,34
stakeDelegatedLockeds,11493232,0x956f1ce3ff2ea59a8b41df83ce9f85ed59d73f92,1608507283,0x4d0ad643b386c419069443609f11032743ed9d3863347c229e79a51fc1b3f74d-198,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,198,42747815984350000000,47053751058674607173,34
stakeDelegatedLockeds,11493519,0x52d4d46e28dc72b1cef2cb8eb5ec75dd12bc4df3,1608510796,0xd66c2c152a1e030fa8cd31bcec56106b9f09d2170f4394cfd819fe6f279a4e27-265,0x48b5687f0595e2a4d581dc72305fbae214345d07,265,995000000000000000000,2369877218778224846378,35
stakeDelegatedLockeds,11493538,0x6a711dce8183adb1976963a3543fbab4f7efdd04,1608511102,0xe23778e85c84c43106c2c1816c7ee01455bd34872e4743e058aa9c53086a63b0-93,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,93,2309298696716100000000,2394040284719061669279,35
stakeDelegatedLockeds,11493562,0x720a98087160bfdb282f695abe6f9ac966b03d43,1608511414,0x32d70b3a9526f794388fdf4fc32c46a14d89147897f9452988937ba3595a0451-300,0x362717d3fa1bfe457535b9b716f450b95a858217,300,2985000000000000000000,2985000000000000000000,35
stakeDelegatedLockeds,11493573,0x720a98087160bfdb282f695abe6f9ac966b03d43,1608511539,0xa8a6d714c7cb33ae791cb97f2708c058944284967b75c904cfe461427c43b667-109,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,109,3980000000000000000000,4736862844631782158000,35
stakeDelegatedLockeds,11493604,0x720a98087160bfdb282f695abe6f9ac966b03d43,1608512064,0xfc12a198b1962d0166fab56dfd8dc2793d53d04921e0e6748ade30bd5e30be11-292,0xc36157756ea4838cf882edab9dd94325c38f2edc,292,2985000000000000000000,2985000000000000000000,35
stakeDelegatedLockeds,11493723,0x9099c478120c663aaf87b863ddc26d54cf114aea,1608513841,0x88b00235aa9ed3748d6d51e17d517d0dad8f460ca207d462f9371d02300a1707-88,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,88,1488825282202310788531,1500000000000000000005,35
stakeDelegatedLockeds,11493748,0x2686544ed0149b134b27009958788cdf4ca8c064,1608514282,0x068787c8b169dc37d8f1601fbf0855e12bb2ec80ec0977e7f0cf68e3fb37c35b-261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,261,120420314973520308087,121324157118749999999,35
stakeDelegatedLockeds,11493780,0xfe70e4fdd19489d1384e50cc2dbfe993f7b94589,1608514813,0xc25fea8c5df2c2d124d34df63060b6c320759b9213b4234a8d92368fd4e10ee5-275,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,275,1853975244351765737694,1867890678491147606999,35
stakeDelegatedLockeds,11493796,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608515015,0x31da813d9f3004889a9d8fe186262797b56bb160135c7e69f49c87210a156c42-86,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,86,99500000000000000000000,100246819948694951573887,35
stakeDelegatedLockeds,11493808,0x17080b589cdcbd10ebeaa24cb0096f4bb29eb52b,1608515195,0xedc59a652d354be893a5facf6fe9f15ee308ff6abde1a0364b5bdf8934f9993a-0,0x4fedde33607cfda2c82a999accb427d1170987d9,0,80773252572202798638071,100230147712329222464505,35
stakeDelegatedLockeds,11493973,0x44bd1853666e2c5af5dc1fc6bec119fdd4dd3e79,1608517597,0x2359d1ad1a6064dc71fa111161f17842991f7bf0ed9b2434a4eff72a23cbc2c6-203,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,203,63056115100000000000000,63177578130673433438469,35
stakeDelegatedLockeds,11493977,0x74ab5d0ccdb5a8b8be357bf395f121e5bcaeb86f,1608517634,0xbb299f0306fca27ebd240e69d19f9adcced1a9d012875bc0f2958608628c4629-203,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,203,384441974528154144752,398549384480291235749,35
stakeDelegatedLockeds,11494047,0xd21b6b2ae0254060044024dc7e6929e8e08f07b9,1608518633,0x57723ba8ea82b9d2a38f775a590c72c32644f2d19158792a826516348b5892be-134,0x7ca0ee4a792f4da7b6aaf4c082b234259de61112,134,4975000000000000000000,4975000000000000000000,35
stakeDelegatedLockeds,11494112,0x32345932bc863f54ef87e2ece3d458f1789b1bfc,1608519483,0x81ea10f31d677a4cffba1097da69e88f9dc49c704fb8d5febff70206ad1c42ac-273,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,273,999208474365126140978,1006708261516492214742,35
stakeDelegatedLockeds,11494310,0x6c615cb1e310d0909698ef4992958d849bf4a45c,1608521950,0x4ec70e00ff6cd94a1710d4188b488fe5360d513733fa1f572549efa26aa38ead-217,0x4fedde33607cfda2c82a999accb427d1170987d9,217,33167330000000000000000,41156772560965453611161,35
